person,condition,trial,id,found,item_class,x,y,rt,trial_p
1,cond_conj_A,3,12,5,2,0,0.66,3.64,3
1,cond_conj_A,3,10,6,2,0.177,0.449,4.33,3
1,cond_conj_A,3,6,7,2,0.179,0.233,4.87,3
1,cond_conj_A,3,1,8,2,0.2,0.042,5.53,3
1,cond_conj_A,3,3,9,2,0.383,0.049,6.27,3
1,cond_conj_A,3,2,10,2,0.358,0,6.83,3
1,cond_conj_A,3,11,11,1,0.845,0.434,9.03,3
1,cond_conj_A,3,16,12,2,0.795,0.673,9.6,3
1,cond_conj_A,3,15,13,2,0.687,0.636,10.02,3
1,cond_conj_A,3,20,14,2,0.684,0.865,10.65,3
1,cond_conj_A,3,9,15,2,0.957,0.265,11.78,3
1,cond_conj_A,3,5,16,2,0.817,0.002,12.53,3
1,cond_conj_A,3,4,17,1,0.588,0.001,13.27,3
1,cond_conj_A,3,8,18,1,0.454,0.204,13.9,3
1,cond_conj_A,3,7,19,1,0.298,0.213,14.65,3
1,cond_conj_A,3,14,20,1,0.564,0.676,15.48,3
1,cond_conj_A,4,17,1,2,0.093,0.87,1.1,4
1,cond_conj_A,4,15,2,2,0.294,0.662,1.74,4
1,cond_conj_A,4,14,3,2,0,0.637,2.34,4
1,cond_conj_A,4,9,4,2,0.033,0.399,3.2,4
1,cond_conj_A,4,10,5,2,0.276,0.422,3.9,4
1,cond_conj_A,4,4,6,2,0.123,0.209,4.47,4
1,cond_conj_A,4,5,7,2,0.412,0.22,5.17,4
1,cond_conj_A,4,11,8,2,0.629,0.419,5.93,4
1,cond_conj_A,4,12,9,2,0.794,0.437,6.57,4
1,cond_conj_A,4,7,10,2,0.781,0.247,7.07,4
1,cond_conj_A,4,8,11,2,0.92,0.255,7.53,4
1,cond_conj_A,4,16,12,2,0.799,0.626,8.17,4
1,cond_conj_A,4,20,13,2,0.78,0.856,9,4
1,cond_conj_A,4,19,14,2,0.501,0.843,9.67,4
1,cond_conj_A,4,18,15,2,0.407,0.844,10.27,4
1,cond_conj_A,4,1,16,1,0.002,0.007,12,4
1,cond_conj_A,4,2,17,1,0.618,0,12.77,4
1,cond_conj_A,4,6,18,1,0.674,0.202,13.38,4
1,cond_conj_A,4,3,19,1,0.917,0.006,14.18,4
1,cond_conj_A,4,13,20,1,0.934,0.426,15.48,4
1,cond_conj_A,5,16,1,2,0.027,0.887,0.87,5
1,cond_conj_A,5,17,2,2,0.148,0.873,1.34,5
1,cond_conj_A,5,18,3,2,0.263,0.864,1.8,5
1,cond_conj_A,5,19,4,2,0.804,0.873,2.77,5
1,cond_conj_A,5,14,5,2,0.633,0.659,3.44,5
1,cond_conj_A,5,13,6,2,0.525,0.654,5.07,5
1,cond_conj_A,5,8,7,2,0.276,0.439,5.77,5
1,cond_conj_A,5,10,8,2,0.632,0.452,6.7,5
1,cond_conj_A,5,11,9,2,0.797,0.462,7.33,5
1,cond_conj_A,5,12,10,2,0.948,0.498,7.97,5
1,cond_conj_A,5,7,11,2,0.538,0.213,8.77,5
1,cond_conj_A,5,4,12,2,0.675,0.036,10.43,5
1,cond_conj_A,5,3,13,2,0.526,0.052,10.93,5
1,cond_conj_A,5,2,14,2,0.4,0.044,11.47,5
1,cond_conj_A,5,1,15,2,0.041,0,12.18,5
1,cond_conj_A,5,5,16,1,0,0.22,13.23,5
1,cond_conj_A,5,6,17,1,0.268,0.273,14.3,5
1,cond_conj_A,5,9,18,1,0.509,0.415,15.05,5
1,cond_conj_A,5,15,19,1,0.903,0.658,16.12,5
1,cond_conj_A,5,20,20,1,0.905,0.867,17.6,5
1,cond_conj_A,6,16,1,2,0.251,0.869,2.39,6
1,cond_conj_A,6,12,2,2,0.406,0.689,3.22,6
1,cond_conj_A,6,13,3,2,0.542,0.675,3.75,6
1,cond_conj_A,6,14,4,2,0.637,0.678,4.25,6
1,cond_conj_A,6,18,5,2,0.699,0.874,5.02,6
1,cond_conj_A,6,19,6,2,0.799,0.88,5.55,6
1,cond_conj_A,6,15,7,2,0.899,0.689,6.28,6
1,cond_conj_A,6,8,8,2,0.532,0.471,7.05,6
1,cond_conj_A,6,7,9,2,0.167,0.493,7.88,6
1,cond_conj_A,6,10,10,2,0.149,0.672,8.52,6
1,cond_conj_A,6,9,11,2,0,0.653,9.05,6
1,cond_conj_A,6,5,12,2,0.025,0.286,9.68,6
1,cond_conj_A,6,1,13,2,0.018,0.034,10.38,6
1,cond_conj_A,6,3,14,2,0.379,0,11.28,6
1,cond_conj_A,6,4,15,2,0.789,0.043,12.17,6
1,cond_conj_A,6,2,16,1,0.259,0.038,12.92,6
1,cond_conj_A,6,6,17,1,0.311,0.282,13.75,6
1,cond_conj_A,6,20,18,1,0.933,0.88,15.5,6
1,cond_conj_A,6,11,19,1,0.261,0.701,16.47,6
1,cond_conj_A,6,17,20,1,0.526,0.899,17.5,6
1,cond_conj_A,7,18,1,2,0,0.849,1.17,7
1,cond_conj_A,7,19,2,2,0.386,0.863,2.27,7
1,cond_conj_A,7,14,3,2,0.4,0.671,2.84,7
1,cond_conj_A,7,15,4,2,0.514,0.668,3.23,7
1,cond_conj_A,7,16,5,2,0.659,0.652,3.8,7
1,cond_conj_A,7,17,6,2,0.788,0.648,4.37,7
1,cond_conj_A,7,12,7,2,0.683,0.428,5.03,7
1,cond_conj_A,7,11,8,2,0.546,0.425,5.53,7
1,cond_conj_A,7,10,9,2,0.422,0.461,6,7
1,cond_conj_A,7,8,10,2,0.137,0.416,6.63,7
1,cond_conj_A,7,7,11,2,0.027,0.431,7.1,7
1,cond_conj_A,7,1,12,2,0.024,0.012,8.78,7
1,cond_conj_A,7,2,13,2,0.674,0.002,9.52,7
1,cond_conj_A,7,3,14,2,0.889,0,10.45,7
1,cond_conj_A,7,6,15,2,0.914,0.252,11.12,7
1,cond_conj_A,7,5,16,1,0.808,0.232,11.62,7
1,cond_conj_A,7,4,17,1,0.522,0.221,12.33,7
1,cond_conj_A,7,9,18,1,0.286,0.423,13.17,7
1,cond_conj_A,7,13,19,1,0.302,0.693,14.42,7
1,cond_conj_A,7,20,20,1,0.67,0.88,15.62,7
1,cond_conj_A,8,15,1,2,0,0.836,1.04,8
1,cond_conj_A,8,16,2,2,0.237,0.872,1.57,8
1,cond_conj_A,8,17,3,2,0.381,0.915,2.07,8
1,cond_conj_A,8,18,4,2,0.477,0.905,2.5,8
1,cond_conj_A,8,19,5,2,0.756,0.878,3.34,8
1,cond_conj_A,8,13,6,2,0.783,0.665,3.84,8
1,cond_conj_A,8,11,7,2,0.407,0.657,4.4,8
1,cond_conj_A,8,10,8,2,0.229,0.66,4.83,8
1,cond_conj_A,8,6,9,2,0.115,0.444,5.47,8
1,cond_conj_A,8,8,10,2,0.392,0.474,6.33,8
1,cond_conj_A,8,9,11,2,0.909,0.448,7.1,8
1,cond_conj_A,8,5,12,2,0.63,0.246,7.7,8
1,cond_conj_A,8,2,13,2,0.66,0.041,8.3,8
1,cond_conj_A,8,3,14,2,0.792,0.05,8.85,8
1,cond_conj_A,8,4,15,2,0.011,0.236,9.87,8
1,cond_conj_A,8,1,16,1,0.138,0,10.58,8
1,cond_conj_A,8,7,17,1,0.227,0.428,11.52,8
1,cond_conj_A,8,12,18,1,0.642,0.69,12.38,8
1,cond_conj_A,8,14,19,1,0.888,0.643,13.1,8
1,cond_conj_A,8,20,20,1,0.867,0.881,13.63,8
1,cond_conj_A,9,18,1,2,0.308,0.84,1.24,9
1,cond_conj_A,9,19,2,2,0.464,0.873,1.8,9
1,cond_conj_A,9,20,3,2,0.552,0.833,2.34,9
1,cond_conj_A,9,13,4,2,0.289,0.642,3.6,9
1,cond_conj_A,9,14,5,2,0.56,0.625,4.2,9
1,cond_conj_A,9,16,6,2,0.809,0.607,4.83,9
1,cond_conj_A,9,15,7,1,0.693,0.644,5.37,9
1,cond_conj_A,9,17,8,1,0.915,0.675,6.07,9
1,cond_conj_A,9,12,9,1,0.679,0.379,8.3,9
1,cond_conj_A,9,11,10,2,0.536,0.428,8.8,9
1,cond_conj_A,9,10,11,2,0.327,0.443,9.57,9
1,cond_conj_A,9,9,12,2,0,0.434,10.4,9
1,cond_conj_A,9,6,13,2,0.162,0.228,11.3,9
1,cond_conj_A,9,7,14,1,0.431,0.232,11.95,9
1,cond_conj_A,9,8,15,2,0.814,0.226,12.95,9
1,cond_conj_A,9,3,16,2,0.278,0,13.95,9
1,cond_conj_A,9,2,17,2,0.135,0.017,14.45,9
1,cond_conj_A,9,1,18,1,0.049,0.002,15.13,9
1,cond_conj_A,9,4,19,2,0.558,0.013,15.98,9
1,cond_conj_A,9,5,20,2,0.822,0,16.73,9
1,cond_conj_A,10,17,1,2,0.148,0.831,0.97,10
1,cond_conj_A,10,14,2,2,0.032,0.654,1.47,10
1,cond_conj_A,10,9,3,2,0.03,0.435,1.97,10
1,cond_conj_A,10,2,4,2,0.097,0.025,2.8,10
1,cond_conj_A,10,3,5,2,0.391,0,3.63,10
1,cond_conj_A,10,6,6,2,0.408,0.249,4.37,10
1,cond_conj_A,10,5,7,2,0.261,0.234,4.87,10
1,cond_conj_A,10,10,8,2,0.247,0.454,5.43,10
1,cond_conj_A,10,15,9,2,0.385,0.643,6.47,10
1,cond_conj_A,10,18,10,2,0.385,0.875,6.97,10
1,cond_conj_A,10,19,11,2,0.514,0.859,7.83,10
1,cond_conj_A,10,11,12,2,0.646,0.463,8.53,10
1,cond_conj_A,10,8,13,2,0.633,0.19,9.08,10
1,cond_conj_A,10,4,14,2,0.783,0.007,9.72,10
1,cond_conj_A,10,12,15,1,0.774,0.427,10.52,10
1,cond_conj_A,10,13,16,1,0.918,0.433,11.13,10
1,cond_conj_A,10,20,17,2,0.832,0.854,12.18,10
1,cond_conj_A,10,16,18,1,0.799,0.657,12.73,10
1,cond_conj_A,10,7,19,1,0.551,0.228,13.5,10
1,cond_conj_A,10,1,20,1,0,0.027,14.33,10
1,cond_conj_AB,11,16,1,2,0.047,0.835,1.12,1
1,cond_conj_AB,11,18,2,2,0.411,0.853,1.65,1
1,cond_conj_AB,11,19,3,2,0.566,0.892,2.19,1
1,cond_conj_AB,11,15,4,2,0.775,0.626,3.55,1
1,cond_conj_AB,11,14,5,2,0.412,0.632,4.19,1
1,cond_conj_AB,11,10,6,2,0,0.418,4.92,1
1,cond_conj_AB,11,7,7,2,0.42,0.238,5.75,1
1,cond_conj_AB,11,9,8,2,0.909,0.227,6.45,1
1,cond_conj_AB,11,4,9,2,0.777,0.011,7.08,1
1,cond_conj_AB,11,1,10,2,0.156,0.012,7.88,1
1,cond_conj_AB,11,2,11,1,0.399,0.026,9.05,1
1,cond_conj_AB,11,3,12,1,0.529,0.024,9.72,1
1,cond_conj_AB,11,5,13,1,0.897,0,10.52,1
1,cond_conj_AB,11,8,14,1,0.784,0.217,11.25,1
1,cond_conj_AB,11,11,15,1,0.94,0.4,12.25,1
1,cond_conj_AB,11,13,16,1,0.301,0.692,13.17,1
1,cond_conj_AB,11,12,17,1,0.143,0.637,13.7,1
1,cond_conj_AB,11,17,18,1,0.168,0.823,14.38,1
1,cond_conj_AB,11,20,19,1,0.642,0.872,15.22,1
1,cond_conj_AB,11,6,20,1,0.011,0.205,16.2,1
1,cond_conj_AB,12,15,1,2,0.155,0.672,1.17,2
1,cond_conj_AB,12,16,2,2,0.291,0.673,1.57,2
1,cond_conj_AB,12,17,3,2,0.44,0.64,2.04,2
1,cond_conj_AB,12,10,4,2,0.394,0.439,2.7,2
1,cond_conj_AB,12,8,5,2,0,0.454,3.3,2
1,cond_conj_AB,12,4,6,2,0.033,0.241,3.87,2
1,cond_conj_AB,12,1,7,2,0.042,0.022,4.47,2
1,cond_conj_AB,12,2,8,2,0.277,0.023,5,2
1,cond_conj_AB,12,7,9,2,0.941,0.214,5.8,2
1,cond_conj_AB,12,3,10,2,0.567,0,6.83,2
1,cond_conj_AB,12,14,11,1,0.918,0.435,8,2
1,cond_conj_AB,12,13,12,1,0.793,0.411,8.4,2
1,cond_conj_AB,12,12,13,1,0.692,0.466,8.87,2
1,cond_conj_AB,12,11,14,1,0.528,0.441,9.35,2
1,cond_conj_AB,12,6,15,1,0.537,0.248,9.87,2
1,cond_conj_AB,12,5,16,1,0.388,0.244,10.33,2
1,cond_conj_AB,12,9,17,1,0.299,0.421,10.85,2
1,cond_conj_AB,12,18,18,1,0.923,0.656,11.73,2
1,cond_conj_AB,12,20,19,1,0.802,0.849,12.27,2
1,cond_conj_AB,12,19,20,1,0.152,0.868,13.15,2
1,cond_conj_AB,13,19,1,1,0.291,0.89,2.14,3
1,cond_conj_AB,13,20,2,1,0.682,0.863,3.4,3
1,cond_conj_AB,13,15,3,2,0,0.659,4.47,3
1,cond_conj_AB,13,16,4,2,0.271,0.683,5.27,3
1,cond_conj_AB,13,17,5,1,0.554,0.658,6.3,3
1,cond_conj_AB,13,18,6,2,0.798,0.652,6.97,3
1,cond_conj_AB,13,12,7,1,0.555,0.463,8.33,3
1,cond_conj_AB,13,13,8,2,0.677,0.467,8.93,3
1,cond_conj_AB,13,11,9,2,0.396,0.452,9.6,3
1,cond_conj_AB,13,14,10,1,0.805,0.454,10.57,3
1,cond_conj_AB,13,9,11,1,0.413,0.271,11.43,3
1,cond_conj_AB,13,8,12,2,0.267,0.22,11.9,3
1,cond_conj_AB,13,7,13,2,0.184,0.239,12.27,3
1,cond_conj_AB,13,6,14,2,0.024,0.252,12.85,3
1,cond_conj_AB,13,10,15,1,0.691,0.253,13.87,3
1,cond_conj_AB,13,1,16,1,0.128,0.035,15.3,3
1,cond_conj_AB,13,2,17,1,0.534,0.028,16,3
1,cond_conj_AB,13,3,18,1,0.701,0,16.53,3
1,cond_conj_AB,13,4,19,2,0.82,0.032,16.93,3
1,cond_conj_AB,13,5,20,2,0.945,0.016,17.45,3
1,cond_conj_AB,14,17,1,2,0.015,0.905,1.2,4
1,cond_conj_AB,14,18,2,2,0.129,0.821,2.14,4
1,cond_conj_AB,14,19,3,1,0.673,0.877,3.14,4
1,cond_conj_AB,14,20,4,1,0.764,0.892,4.24,4
1,cond_conj_AB,14,16,5,2,0.798,0.664,6.33,4
1,cond_conj_AB,14,12,6,2,0.523,0.499,7.13,4
1,cond_conj_AB,14,15,7,2,0.905,0.421,7.73,4
1,cond_conj_AB,14,9,8,2,0.792,0.241,8.3,4
1,cond_conj_AB,14,8,9,2,0.496,0.229,8.83,4
1,cond_conj_AB,14,7,10,2,0.251,0.258,9.33,4
1,cond_conj_AB,14,3,11,2,0.28,0.047,10.57,4
1,cond_conj_AB,14,4,12,2,0.637,0.011,11.43,4
1,cond_conj_AB,14,1,13,1,0.041,0.054,12.95,4
1,cond_conj_AB,14,2,14,1,0.098,0.077,13.48,4
1,cond_conj_AB,14,6,15,1,0,0.231,14.08,4
1,cond_conj_AB,14,10,16,1,0.232,0.472,14.78,4
1,cond_conj_AB,14,11,17,1,0.422,0.458,15.33,4
1,cond_conj_AB,14,13,18,1,0.657,0.406,16,4
1,cond_conj_AB,14,14,19,1,0.787,0.453,16.6,4
1,cond_conj_AB,14,5,20,1,0.811,0,17.63,4
1,cond_conj_AB,15,16,1,1,0.171,0.9,1.27,5
1,cond_conj_AB,15,17,2,1,0.282,0.851,2.07,5
1,cond_conj_AB,15,18,3,1,0.533,0.857,3.04,5
1,cond_conj_AB,15,19,4,2,0.778,0.839,3.77,5
1,cond_conj_AB,15,20,5,2,0.909,0.892,4.47,5
1,cond_conj_AB,15,12,6,1,0.146,0.646,5.6,5
1,cond_conj_AB,15,13,7,2,0.413,0.656,6.53,5
1,cond_conj_AB,15,14,8,1,0.498,0.684,7.27,5
1,cond_conj_AB,15,15,9,2,0.693,0.652,8.1,5
1,cond_conj_AB,15,7,10,1,0,0.444,9.1,5
1,cond_conj_AB,15,8,11,2,0.146,0.439,9.57,5
1,cond_conj_AB,15,9,12,2,0.261,0.434,10.13,5
1,cond_conj_AB,15,10,13,2,0.652,0.446,11.27,5
1,cond_conj_AB,15,11,14,1,0.794,0.436,11.93,5
1,cond_conj_AB,15,5,15,2,0.408,0.237,13.32,5
1,cond_conj_AB,15,6,16,2,0.811,0.248,14.6,5
1,cond_conj_AB,15,2,17,2,0.406,0.041,15.88,5
1,cond_conj_AB,15,1,18,1,0.016,0.035,16.98,5
1,cond_conj_AB,15,3,19,1,0.769,0.009,18.23,5
1,cond_conj_AB,15,4,20,1,0.881,0,18.85,5
1,cond_conj_AB,16,18,1,1,0.16,0.874,1.74,6
1,cond_conj_AB,16,20,2,2,0.873,0.842,3.8,6
1,cond_conj_AB,16,19,3,2,0.27,0.855,4.6,6
1,cond_conj_AB,16,17,4,2,0.048,0.846,5.07,6
1,cond_conj_AB,16,14,5,2,0.26,0.647,7.52,6
1,cond_conj_AB,16,15,6,2,0.511,0.639,8.25,6
1,cond_conj_AB,16,16,7,1,0.924,0.625,8.95,6
1,cond_conj_AB,16,11,8,1,0.12,0.477,9.98,6
1,cond_conj_AB,16,10,9,1,0.039,0.418,10.52,6
1,cond_conj_AB,16,12,10,2,0.451,0.4,11.62,6
1,cond_conj_AB,16,8,11,1,0.6,0.243,13.92,6
1,cond_conj_AB,16,7,12,1,0.505,0.225,14.42,6
1,cond_conj_AB,16,6,13,1,0.398,0.249,14.92,6
1,cond_conj_AB,16,5,14,2,0.145,0.214,15.58,6
1,cond_conj_AB,16,13,15,2,0.899,0.427,16.38,6
1,cond_conj_AB,16,9,16,2,0.907,0.25,16.98,6
1,cond_conj_AB,16,3,17,1,0.368,0,18.56,6
1,cond_conj_AB,16,2,18,1,0.253,0.002,19.11,6
1,cond_conj_AB,16,1,19,1,0,0.016,20.11,6
1,cond_conj_AB,16,4,20,2,0.511,0.015,22.2,6
1,cond_conj_AB,17,13,1,2,0.119,0.649,0.94,7
1,cond_conj_AB,17,14,2,2,0.249,0.649,1.44,7
1,cond_conj_AB,17,10,3,2,0.619,0.45,2.2,7
1,cond_conj_AB,17,9,4,2,0.039,0.44,2.8,7
1,cond_conj_AB,17,11,5,2,0.758,0.46,3.77,7
1,cond_conj_AB,17,8,6,2,0.648,0.239,4.4,7
1,cond_conj_AB,17,7,7,2,0.244,0.246,5.03,7
1,cond_conj_AB,17,2,8,2,0.297,0.069,5.47,7
1,cond_conj_AB,17,1,9,2,0,0.023,6.07,7
1,cond_conj_AB,17,5,10,2,0.787,0,6.77,7
1,cond_conj_AB,17,6,11,1,0.896,0.016,7.4,7
1,cond_conj_AB,17,4,12,1,0.628,0.066,8,7
1,cond_conj_AB,17,3,13,1,0.378,0.023,8.63,7
1,cond_conj_AB,17,15,14,1,0.625,0.654,9.58,7
1,cond_conj_AB,17,20,15,1,0.879,0.875,10.4,7
1,cond_conj_AB,17,19,16,1,0.663,0.876,11.87,7
1,cond_conj_AB,17,18,17,1,0.403,0.881,12.42,7
1,cond_conj_AB,17,17,18,1,0.257,0.865,13.02,7
1,cond_conj_AB,17,12,19,1,0.067,0.672,13.67,7
1,cond_conj_AB,17,16,20,1,0.011,0.849,14.18,7
1,cond_conj_AB,18,19,1,1,0.523,0.849,2.2,8
1,cond_conj_AB,18,20,2,1,0.645,0.886,2.77,8
1,cond_conj_AB,18,14,3,1,0.137,0.66,3.97,8
1,cond_conj_AB,18,16,4,2,0.395,0.668,4.93,8
1,cond_conj_AB,18,17,5,2,0.532,0.677,5.47,8
1,cond_conj_AB,18,9,6,1,0.054,0.478,7.07,8
1,cond_conj_AB,18,10,7,1,0.39,0.467,8.4,8
1,cond_conj_AB,18,11,8,2,0.543,0.481,9.07,8
1,cond_conj_AB,18,12,9,1,0.652,0.485,9.63,8
1,cond_conj_AB,18,5,10,1,0,0.21,11,8
1,cond_conj_AB,18,6,11,2,0.271,0.272,11.73,8
1,cond_conj_AB,18,7,12,1,0.515,0.248,13.4,8
1,cond_conj_AB,18,8,13,2,0.782,0.263,14.17,8
1,cond_conj_AB,18,1,14,2,0.038,0.056,15.7,8
1,cond_conj_AB,18,2,15,2,0.292,0.022,16.52,8
1,cond_conj_AB,18,3,16,2,0.511,0,17.33,8
1,cond_conj_AB,18,4,17,1,0.935,0.017,18.23,8
1,cond_conj_AB,18,13,18,2,0.93,0.448,20.77,8
1,cond_conj_AB,18,18,19,2,0.92,0.706,21.47,8
1,cond_conj_AB,18,15,20,1,0.28,0.675,23.17,8
1,cond_conj_AB,19,18,1,2,0.152,0.891,2.2,9
1,cond_conj_AB,19,19,2,1,0.655,0.864,3.44,9
1,cond_conj_AB,19,20,3,1,0.811,0.866,4.27,9
1,cond_conj_AB,19,15,4,2,0.12,0.689,5.2,9
1,cond_conj_AB,19,16,5,1,0.55,0.694,6.13,9
1,cond_conj_AB,19,17,6,2,0.925,0.675,6.9,9
1,cond_conj_AB,19,8,7,2,0.019,0.452,7.93,9
1,cond_conj_AB,19,9,8,2,0.16,0.472,8.47,9
1,cond_conj_AB,19,10,9,1,0.393,0.482,9.37,9
1,cond_conj_AB,19,14,10,1,0,0.635,10.3,9
1,cond_conj_AB,19,12,11,1,0.671,0.451,11.27,9
1,cond_conj_AB,19,11,12,2,0.52,0.433,11.8,9
1,cond_conj_AB,19,13,13,1,0.953,0.459,12.9,9
1,cond_conj_AB,19,1,14,2,0.14,0,15.33,9
1,cond_conj_AB,19,5,15,2,0.004,0.258,16.08,9
1,cond_conj_AB,19,3,16,2,0.419,0.021,16.96,9
1,cond_conj_AB,19,2,17,1,0.276,0.042,17.51,9
1,cond_conj_AB,19,4,18,2,0.802,0.038,18.46,9
1,cond_conj_AB,19,7,19,1,0.942,0.238,19.47,9
1,cond_conj_AB,19,6,20,1,0.791,0.261,19.95,9
1,cond_conj_AB,20,19,1,2,0.143,0.885,1.25,10
1,cond_conj_AB,20,14,2,2,0.123,0.674,2.12,10
1,cond_conj_AB,20,15,3,2,0.234,0.693,2.92,10
1,cond_conj_AB,20,13,4,2,0.016,0.66,3.52,10
1,cond_conj_AB,20,11,5,2,0.261,0.447,4.18,10
1,cond_conj_AB,20,7,6,2,0.414,0.233,4.75,10
1,cond_conj_AB,20,2,7,2,0.105,0.025,5.58,10
1,cond_conj_AB,20,5,8,2,0.643,0,6.58,10
1,cond_conj_AB,20,12,9,2,0.908,0.449,7.38,10
1,cond_conj_AB,20,20,10,2,0.663,0.868,8.18,10
1,cond_conj_AB,20,16,11,1,0.524,0.661,9.12,10
1,cond_conj_AB,20,17,12,1,0.8,0.698,10.22,10
1,cond_conj_AB,20,18,13,1,0.926,0.63,10.72,10
1,cond_conj_AB,20,6,14,1,0.152,0.239,12.17,10
1,cond_conj_AB,20,10,15,1,0,0.427,12.83,10
1,cond_conj_AB,20,1,16,1,0.029,0.042,13.62,10
1,cond_conj_AB,20,3,17,1,0.257,0.034,14.62,10
1,cond_conj_AB,20,4,18,1,0.532,0.023,15.78,10
1,cond_conj_AB,20,8,19,1,0.513,0.231,16.52,10
1,cond_conj_AB,20,9,20,1,0.874,0.254,17.58,10
1,cond_conj_B,21,20,1,1,0.808,0.866,2.34,1
1,cond_conj_B,21,15,2,1,0.042,0.677,3.8,1
1,cond_conj_B,21,16,3,1,0.143,0.665,4.4,1
1,cond_conj_B,21,17,4,1,0.698,0.66,5.73,1
1,cond_conj_B,21,18,5,1,0.841,0.654,6.43,1
1,cond_conj_B,21,19,6,2,0.977,0.664,7,1
1,cond_conj_B,21,9,7,1,0.182,0.431,8.27,1
1,cond_conj_B,21,12,8,2,0.677,0.44,9.23,1
1,cond_conj_B,21,11,9,1,0.572,0.433,10.33,1
1,cond_conj_B,21,10,10,1,0.455,0.401,12.83,1
1,cond_conj_B,21,13,11,1,0.823,0.435,13.73,1
1,cond_conj_B,21,14,12,2,0.941,0.458,14.47,1
1,cond_conj_B,21,7,13,2,0.167,0.249,15.37,1
1,cond_conj_B,21,6,14,2,0.031,0.208,16.37,1
1,cond_conj_B,21,8,15,1,0.801,0.218,18.92,1
1,cond_conj_B,21,4,16,1,0.409,0.051,20.38,1
1,cond_conj_B,21,3,17,1,0.306,0.009,20.93,1
1,cond_conj_B,21,2,18,1,0.159,0.009,21.56,1
1,cond_conj_B,21,1,19,1,0,0,22.23,1
1,cond_conj_B,21,5,20,1,0.966,0.012,24.31,1
1,cond_conj_B,22,17,1,1,0.138,0.847,1.45,2
1,cond_conj_B,22,18,2,1,0.626,0.866,3.99,2
1,cond_conj_B,22,14,3,1,0.178,0.641,5.05,2
1,cond_conj_B,22,15,4,1,0.396,0.639,5.92,2
1,cond_conj_B,22,10,5,1,0.278,0.425,8.48,2
1,cond_conj_B,22,11,6,1,0.524,0.421,9.38,2
1,cond_conj_B,22,12,7,1,0.781,0.434,10.08,2
1,cond_conj_B,22,7,8,1,0.775,0.215,10.82,2
1,cond_conj_B,22,6,9,1,0.607,0.231,11.48,2
1,cond_conj_B,22,8,10,1,0.921,0.213,12.28,2
1,cond_conj_B,22,4,11,1,0.935,0,13.15,2
1,cond_conj_B,22,3,12,1,0.64,0.005,13.95,2
